web-scraper-order,web-scraper-start-url,category-link,category-link-href,sub-category,sub-category-href,product-links,product-links-href,brand,foundation-category,foundation-category-href,name,next-page,next-page-href,reviews-text,top-positive-review,stars,review-keyword,top-negative-review
"1588345686-3138","https://www.ulta.com/?cmpid=PS_Brand!google!Brand&CAWELAID=1831598544&CATRK=SPFID-1&CAAGID=540267060&CATCI=kwd-12627301&CAPCID=378070056430&CADevice=c&gclid=EAIaIQobChMIzc2WxeSR6QIVBO21Ch3oTAwiEAAYASAAEgLqovD_BwE","Makeup","https://www.ulta.com/makeup?N=26y1","Face","https://www.ulta.com/makeup-face?N=26y3","PRO Soft Focus Longwear Foundation","https://www.ulta.com/pro-soft-focus-longwear-foundation?productId=pimprod2013331","LORAC","Foundation (192)","https://www.ulta.com/makeup-face-foundation?N=26y5","PRO Soft Focus Longwear Foundation","Next
Page","https://www.ulta.com/makeup-face-foundation?N=26y5&No=96&Nrpp=96","I wasn't expecting to like the lotion as much as I did!! Usually after having foundation on face for a while my face gets itchy, not the case here. I have really oily skin and it only wore off my nose, but that's a given since my T-Zone gets super oily throughout the day. Overall, I look this stuff! I usually wear Tarte Amazonian Clay Full Coverage foundation in Medium Tan Sand or MAC Studio Fix Fluid in NC37. Would 100% rebuy this!","","5","Nice Surprise!",""
"1588345560-2989","https://www.ulta.com/?cmpid=PS_Brand!google!Brand&CAWELAID=1831598544&CATRK=SPFID-1&CAAGID=540267060&CATCI=kwd-12627301&CAPCID=378070056430&CADevice=c&gclid=EAIaIQobChMIzc2WxeSR6QIVBO21Ch3oTAwiEAAYASAAEgLqovD_BwE","Makeup","https://www.ulta.com/makeup?N=26y1","Face","https://www.ulta.com/makeup-face?N=26y3","Foundation Pump","https://www.ulta.com/foundation-pump?productId=xlsImpprod16011021","MAC","Foundation (192)","https://www.ulta.com/makeup-face-foundation?N=26y5","Foundation Pump","Next
Page","https://www.ulta.com/makeup-face-foundation?N=26y5&No=96&Nrpp=96","","Cuts down on waste.","","",""
"1588346492-3983","https://www.ulta.com/?cmpid=PS_Brand!google!Brand&CAWELAID=1831598544&CATRK=SPFID-1&CAAGID=540267060&CATCI=kwd-12627301&CAPCID=378070056430&CADevice=c&gclid=EAIaIQobChMIzc2WxeSR6QIVBO21Ch3oTAwiEAAYASAAEgLqovD_BwE","Makeup","https://www.ulta.com/makeup?N=26y1","Face","https://www.ulta.com/makeup-face?N=26y3","Hello Happy Flawless Brightening Foundation","https://www.ulta.com/hello-happy-flawless-brightening-foundation?productId=pimprod2007275","Benefit Cosmetics","Foundation (192)","https://www.ulta.com/makeup-face-foundation?N=26y5","Hello Happy Flawless Brightening Foundation","","","The foundation goes on great, but unfortunately, the glass bottle is extremely fragile. In the past 6 months, I have gone through 3 bottles of this stuff, not because I am out of product, but because the bottle fell to the floor and shattered. Frustrating! I wish they would move to a plastic bottle.","","3","Foundation Great..Packaging is Fragile",""
"1588346962-4559","https://www.ulta.com/?cmpid=PS_Brand!google!Brand&CAWELAID=1831598544&CATRK=SPFID-1&CAAGID=540267060&CATCI=kwd-12627301&CAPCID=378070056430&CADevice=c&gclid=EAIaIQobChMIzc2WxeSR6QIVBO21Ch3oTAwiEAAYASAAEgLqovD_BwE","Makeup","https://www.ulta.com/makeup?N=26y1","Face","https://www.ulta.com/makeup-face?N=26y3","Celebration Full Coverage Powder Foundation","https://www.ulta.com/celebration-full-coverage-powder-foundation?productId=xlsImpprod5770253","It Cosmetics","Foundation (192)","https://www.ulta.com/makeup-face-foundation?N=26y5","Celebration Full Coverage Powder Foundation","","","Love the product. I use it all time","","5","Yesl",""
"1588345599-3027","https://www.ulta.com/?cmpid=PS_Brand!google!Brand&CAWELAID=1831598544&CATRK=SPFID-1&CAAGID=540267060&CATCI=kwd-12627301&CAPCID=378070056430&CADevice=c&gclid=EAIaIQobChMIzc2WxeSR6QIVBO21Ch3oTAwiEAAYASAAEgLqovD_BwE","Makeup","https://www.ulta.com/makeup?N=26y1","Face","https://www.ulta.com/makeup-face?N=26y3","ColorStay Full Cover Foundation","https://www.ulta.com/colorstay-full-cover-foundation?productId=xlsImpprod18391067","Revlon","Foundation (192)","https://www.ulta.com/makeup-face-foundation?N=26y5","ColorStay Full Cover Foundation","Next
Page","https://www.ulta.com/makeup-face-foundation?N=26y5&No=96&Nrpp=96","I'm not a heavy full coverage foundation person. But it's awesome","","5","Good",""
"1588346593-4099","https://www.ulta.com/?cmpid=PS_Brand!google!Brand&CAWELAID=1831598544&CATRK=SPFID-1&CAAGID=540267060&CATCI=kwd-12627301&CAPCID=378070056430&CADevice=c&gclid=EAIaIQobChMIzc2WxeSR6QIVBO21Ch3oTAwiEAAYASAAEgLqovD_BwE","Makeup","https://www.ulta.com/makeup?N=26y1","Face","https://www.ulta.com/makeup-face?N=26y3","Conceal & Define Full Coverage Foundation","https://www.ulta.com/conceal-define-full-coverage-foundation?productId=pimprod2000323","Makeup Revolution","Foundation (192)","https://www.ulta.com/makeup-face-foundation?N=26y5","Conceal & Define Full Coverage Foundation","","","","I absolutely love trying foundations, so after seeing a lot of hype over this foundation after it initially launched, I decided to get it. First off, even though the foundation does come with a standard 1 oz. of product, like most liquid foundations do, it wasn't a major deal with me because of the ...","","",""
"1588345708-3160","https://www.ulta.com/?cmpid=PS_Brand!google!Brand&CAWELAID=1831598544&CATRK=SPFID-1&CAAGID=540267060&CATCI=kwd-12627301&CAPCID=378070056430&CADevice=c&gclid=EAIaIQobChMIzc2WxeSR6QIVBO21Ch3oTAwiEAAYASAAEgLqovD_BwE","Makeup","https://www.ulta.com/makeup?N=26y1","Face","https://www.ulta.com/makeup-face?N=26y3","ColorStay Makeup For Normal/Dry Skin","https://www.ulta.com/colorstay-makeup-normaldry-skin?productId=xlsImpprod1810159","Revlon","Foundation (192)","https://www.ulta.com/makeup-face-foundation?N=26y5","ColorStay Makeup For Normal/Dry Skin","Next
Page","https://www.ulta.com/makeup-face-foundation?N=26y5&No=96&Nrpp=96","","Best Foundation in its price point","","",""
"1588346077-3546","https://www.ulta.com/?cmpid=PS_Brand!google!Brand&CAWELAID=1831598544&CATRK=SPFID-1&CAAGID=540267060&CATCI=kwd-12627301&CAPCID=378070056430&CADevice=c&gclid=EAIaIQobChMIzc2WxeSR6QIVBO21Ch3oTAwiEAAYASAAEgLqovD_BwE","Makeup","https://www.ulta.com/makeup?N=26y1","Face","https://www.ulta.com/makeup-face?N=26y3","Perfect Lasting Foundation","https://www.ulta.com/perfect-lasting-foundation?productId=pimprod2006000","VDL","Foundation (192)","https://www.ulta.com/makeup-face-foundation?N=26y5","Perfect Lasting Foundation","","","Great foundation! Blot it on face and use sponge to spread it on! Love the color and the feeling. Covers well and it is a light feeling.","","5","It stays on so well!",""
"1588345848-3299","https://www.ulta.com/?cmpid=PS_Brand!google!Brand&CAWELAID=1831598544&CATRK=SPFID-1&CAAGID=540267060&CATCI=kwd-12627301&CAPCID=378070056430&CADevice=c&gclid=EAIaIQobChMIzc2WxeSR6QIVBO21Ch3oTAwiEAAYASAAEgLqovD_BwE","Makeup","https://www.ulta.com/makeup?N=26y1","Face","https://www.ulta.com/makeup-face?N=26y3","Fit Me Dewy + Smooth Foundation","https://www.ulta.com/fit-me-dewy-smooth-foundation?productId=xlsImpprod2980151","Maybelline","Foundation (192)","https://www.ulta.com/makeup-face-foundation?N=26y5","Fit Me Dewy + Smooth Foundation","Next
Page","https://www.ulta.com/makeup-face-foundation?N=26y5&No=96&Nrpp=96","I have dry skin and Maybelline Dewy+Smooth is the foundation which suits my skin so perfectly. I have all high end foundations still my eyes always search for this one.. I have always loved Maybelline so much.. Oily skin type people may not like this but it glides on my skin like butter... omg love love love... no breakouts nothing just flawless skin. 
Thanks Maybelline❤","","5","Perfect for Dry to Normal skin type..",""
"1588346379-3840","https://www.ulta.com/?cmpid=PS_Brand!google!Brand&CAWELAID=1831598544&CATRK=SPFID-1&CAAGID=540267060&CATCI=kwd-12627301&CAPCID=378070056430&CADevice=c&gclid=EAIaIQobChMIzc2WxeSR6QIVBO21Ch3oTAwiEAAYASAAEgLqovD_BwE","Makeup","https://www.ulta.com/makeup?N=26y1","Face","https://www.ulta.com/makeup-face?N=26y3","Power Play Foundation","https://www.ulta.com/power-play-foundation?productId=pimprod2002535","COVER FX","Foundation (192)","https://www.ulta.com/makeup-face-foundation?N=26y5","Power Play Foundation","","","This is a very nice medium coverage foundation. I'd say it's buildable but it does dry fairly quick so work in sections. It lasts a long time on my combo-oily skin & I got a lot of compliments on it. Doesn't feel heavy but it can get a little cakey if you get carried away. Overall, I'd recommend.","","4","I really liked this",""
"1588344893-2334","https://www.ulta.com/?cmpid=PS_Brand!google!Brand&CAWELAID=1831598544&CATRK=SPFID-1&CAAGID=540267060&CATCI=kwd-12627301&CAPCID=378070056430&CADevice=c&gclid=EAIaIQobChMIzc2WxeSR6QIVBO21Ch3oTAwiEAAYASAAEgLqovD_BwE","Makeup","https://www.ulta.com/makeup?N=26y1","Face","https://www.ulta.com/makeup-face?N=26y3","Sheer Line Of Defense Foundation SPF 30","https://www.ulta.com/sheer-line-of-defense-foundation-spf-30?productId=pimprod2012943","Physicians Formula","Foundation (192)","https://www.ulta.com/makeup-face-foundation?N=26y5","Sheer Line Of Defense Foundation SPF 30","Next
Page","https://www.ulta.com/makeup-face-foundation?N=26y5&No=96&Nrpp=96","For the life of me, I can not understand why they got rid of the healthy foundation for this stuff.  I have tried every other foundation on the planet from drug store to high end and nothing was as good as the healthy foundation.  I really am not sure what I am going to switch to, but this sure isn't it.  PLEASE BRING THE HEALTHY FOUNDATION BACK!","","3","so disappointing",""
"1588345610-3044","https://www.ulta.com/?cmpid=PS_Brand!google!Brand&CAWELAID=1831598544&CATRK=SPFID-1&CAAGID=540267060&CATCI=kwd-12627301&CAPCID=378070056430&CADevice=c&gclid=EAIaIQobChMIzc2WxeSR6QIVBO21Ch3oTAwiEAAYASAAEgLqovD_BwE","Makeup","https://www.ulta.com/makeup?N=26y1","Face","https://www.ulta.com/makeup-face?N=26y3","4-In-1 Foundation Stick","https://www.ulta.com/4-in-1-foundation-stick?productId=xlsImpprod18031021","PÜR","Foundation (192)","https://www.ulta.com/makeup-face-foundation?N=26y5","4-In-1 Foundation Stick","Next
Page","https://www.ulta.com/makeup-face-foundation?N=26y5&No=96&Nrpp=96","Love it!","","5","Foundation",""
"1588346166-3662","https://www.ulta.com/?cmpid=PS_Brand!google!Brand&CAWELAID=1831598544&CATRK=SPFID-1&CAAGID=540267060&CATCI=kwd-12627301&CAPCID=378070056430&CADevice=c&gclid=EAIaIQobChMIzc2WxeSR6QIVBO21Ch3oTAwiEAAYASAAEgLqovD_BwE","Makeup","https://www.ulta.com/makeup?N=26y1","Face","https://www.ulta.com/makeup-face?N=26y3","Cover Creme Full Coverage Foundation","https://www.ulta.com/cover-creme-full-coverage-foundation?productId=xlsImpprod540044","Dermablend","Foundation (192)","https://www.ulta.com/makeup-face-foundation?N=26y5","Cover Creme Full Coverage Foundation","","","Wish last longer and setting powder comes free.","","3","Does not last 16 hours",""
"1588345281-2750","https://www.ulta.com/?cmpid=PS_Brand!google!Brand&CAWELAID=1831598544&CATRK=SPFID-1&CAAGID=540267060&CATCI=kwd-12627301&CAPCID=378070056430&CADevice=c&gclid=EAIaIQobChMIzc2WxeSR6QIVBO21Ch3oTAwiEAAYASAAEgLqovD_BwE","Makeup","https://www.ulta.com/makeup?N=26y1","Face","https://www.ulta.com/makeup-face?N=26y3","Foundation Match Mixers","https://www.ulta.com/foundation-match-mixers?productId=pimprod2003196","ULTA","Foundation (192)","https://www.ulta.com/makeup-face-foundation?N=26y5","Foundation Match Mixers","Next
Page","https://www.ulta.com/makeup-face-foundation?N=26y5&No=96&Nrpp=96","","This is the product I e been searching for","","",""
"1588346166-3655","https://www.ulta.com/?cmpid=PS_Brand!google!Brand&CAWELAID=1831598544&CATRK=SPFID-1&CAAGID=540267060&CATCI=kwd-12627301&CAPCID=378070056430&CADevice=c&gclid=EAIaIQobChMIzc2WxeSR6QIVBO21Ch3oTAwiEAAYASAAEgLqovD_BwE","Makeup","https://www.ulta.com/makeup?N=26y1","Face","https://www.ulta.com/makeup-face?N=26y3","Cover Creme Full Coverage Foundation","https://www.ulta.com/cover-creme-full-coverage-foundation?productId=xlsImpprod540044","Dermablend","Foundation (192)","https://www.ulta.com/makeup-face-foundation?N=26y5","Cover Creme Full Coverage Foundation","","","I use it to cover age spots and the reddish circles around my eyes. Always creamy, not cakey.","","5","Perfect coverage",""
"1588345771-3194","https://www.ulta.com/?cmpid=PS_Brand!google!Brand&CAWELAID=1831598544&CATRK=SPFID-1&CAAGID=540267060&CATCI=kwd-12627301&CAPCID=378070056430&CADevice=c&gclid=EAIaIQobChMIzc2WxeSR6QIVBO21Ch3oTAwiEAAYASAAEgLqovD_BwE","Makeup","https://www.ulta.com/makeup?N=26y1","Face","https://www.ulta.com/makeup-face?N=26y3","Leg and Body Makeup","https://www.ulta.com/leg-body-makeup?productId=xlsImpprod16041799","Dermablend","Foundation (192)","https://www.ulta.com/makeup-face-foundation?N=26y5","Leg and Body Makeup","Next
Page","https://www.ulta.com/makeup-face-foundation?N=26y5&No=96&Nrpp=96","This stuff is amazing. I have major skin discoloration, and I sweat a lot, but this product not only effortlessly covers the redness, once set with sheer powder it does not come off! So glad I found this!","","5","Highly recommended!",""
"1588344585-2314","https://www.ulta.com/?cmpid=PS_Brand!google!Brand&CAWELAID=1831598544&CATRK=SPFID-1&CAAGID=540267060&CATCI=kwd-12627301&CAPCID=378070056430&CADevice=c&gclid=EAIaIQobChMIzc2WxeSR6QIVBO21Ch3oTAwiEAAYASAAEgLqovD_BwE","Makeup","https://www.ulta.com/makeup?N=26y1","Face","https://www.ulta.com/makeup-face?N=26y3","Acne Fighting Foundation","https://www.ulta.com/acne-fighting-foundation?productId=xlsImpprod14521139","e.l.f. Cosmetics","Foundation (192)","https://www.ulta.com/makeup-face-foundation?N=26y5","Acne Fighting Foundation","Next
Page","https://www.ulta.com/makeup-face-foundation?N=26y5&No=96&Nrpp=96","Finally an affordable foundation that has the qualities that I need... And is available in my shade. Too many companies forget about darker tones, and completely mess up the undertones. My new every-day foundation. I used Clinique acne solutions for 8 years, for $28-$32 every six weeks. This has great coverage, lasts, and saves the bank.","","5","From Clinique elf.",""
"1588345435-2936","https://www.ulta.com/?cmpid=PS_Brand!google!Brand&CAWELAID=1831598544&CATRK=SPFID-1&CAAGID=540267060&CATCI=kwd-12627301&CAPCID=378070056430&CADevice=c&gclid=EAIaIQobChMIzc2WxeSR6QIVBO21Ch3oTAwiEAAYASAAEgLqovD_BwE","Makeup","https://www.ulta.com/makeup?N=26y1","Face","https://www.ulta.com/makeup-face?N=26y3","True Match Lumi Healthy Luminous Makeup","https://www.ulta.com/true-match-lumi-healthy-luminous-makeup?productId=xlsImpprod4480167","L'Oréal","Foundation (192)","https://www.ulta.com/makeup-face-foundation?N=26y5","True Match Lumi Healthy Luminous Makeup","Next
Page","https://www.ulta.com/makeup-face-foundation?N=26y5&No=96&Nrpp=96","","","","","Due to the many amazing reviews I purchased this foundation. I have combination skin so I was expecting this to be a healthy balance. This foundation did not cover any blemishes, and made me look greasy. It felt like there was constantly water on my face and whenever I blowed my nose or touched my f..."
"1588346715-4244","https://www.ulta.com/?cmpid=PS_Brand!google!Brand&CAWELAID=1831598544&CATRK=SPFID-1&CAAGID=540267060&CATCI=kwd-12627301&CAPCID=378070056430&CADevice=c&gclid=EAIaIQobChMIzc2WxeSR6QIVBO21Ch3oTAwiEAAYASAAEgLqovD_BwE","Makeup","https://www.ulta.com/makeup?N=26y1","Face","https://www.ulta.com/makeup-face?N=26y3","Firm Flesh Thickstick Foundation","https://www.ulta.com/firm-flesh-thickstick-foundation?productId=xlsImpprod18581057","Flesh","Foundation (192)","https://www.ulta.com/makeup-face-foundation?N=26y5","Firm Flesh Thickstick Foundation","","","It made my face very cakey! It's very hard to blend with a brush and with a beauty sponge ( I tried both)  this is definitely my first and MY LAST TIME PURCHASING THIS.","","1","Never again!",""
"1588345158-2662","https://www.ulta.com/?cmpid=PS_Brand!google!Brand&CAWELAID=1831598544&CATRK=SPFID-1&CAAGID=540267060&CATCI=kwd-12627301&CAPCID=378070056430&CADevice=c&gclid=EAIaIQobChMIzc2WxeSR6QIVBO21Ch3oTAwiEAAYASAAEgLqovD_BwE","Makeup","https://www.ulta.com/makeup?N=26y1","Face","https://www.ulta.com/makeup-face?N=26y3","Light Illusion Liquid Foundation","https://www.ulta.com/light-illusion-liquid-foundation?productId=xlsImpprod17631333","FLOWER Beauty","Foundation (192)","https://www.ulta.com/makeup-face-foundation?N=26y5","Light Illusion Liquid Foundation","Next
Page","https://www.ulta.com/makeup-face-foundation?N=26y5&No=96&Nrpp=96","I loved this product, but when it came time to purchase it again they took away most of the other shades including mine.","","4","Not enough shades",""
"1588345347-2829","https://www.ulta.com/?cmpid=PS_Brand!google!Brand&CAWELAID=1831598544&CATRK=SPFID-1&CAAGID=540267060&CATCI=kwd-12627301&CAPCID=378070056430&CADevice=c&gclid=EAIaIQobChMIzc2WxeSR6QIVBO21Ch3oTAwiEAAYASAAEgLqovD_BwE","Makeup","https://www.ulta.com/makeup?N=26y1","Face","https://www.ulta.com/makeup-face?N=26y3","TruBlend Matte Made Liquid Foundation","https://www.ulta.com/trublend-matte-made-liquid-foundation?productId=pimprod2000386","CoverGirl","Foundation (192)","https://www.ulta.com/makeup-face-foundation?N=26y5","TruBlend Matte Made Liquid Foundation","Next
Page","https://www.ulta.com/makeup-face-foundation?N=26y5&No=96&Nrpp=96","This product is in no way matte. I've used a sponge, brush, you name it to apply this product and each time the coverage just isn't there. It does give a natural look but if it claims that it's matte then it should look matte. Maybe my skin is just too oily? But I would assume if your skin isn't oily you're not looking for something matte.","","2","Matte is not a subjective term",""
