web-scraper-order,web-scraper-start-url,beauty-wrapper,beauty-wrapper-href,review-text,name,brand,keyword,community-review-text
"1588398909-7605","https://www.beautypedia.com/makeup/face/foundation-without-sunscreen-reviews/?size=96&makeup_group[0]=foundation-without-sunscreen-reviews&p=2","Celebration Foundation™","https://www.beautypedia.com/products/celebration-foundation/?archive_search=%2Fmakeup%2Fface%2Ffoundation-without-sunscreen-reviews%2F%3Fsize%3D96%26makeup_group%5B0%5D%3Dfoundation-without-sunscreen-reviews%26p%3D2","","Celebration Foundation™","IT Cosmetics","I didn't get the coverage I was told","I was so stoked to finally get my ""It's all about you"" it cosmetics package. This included the double ended brush, bye bye under eye concealer, celebration foundation and the must haves palette. I have a lot of redness and freckles on my nose as well. The woman I watched apply on tv, she wiped the make up off completely, re-applied using just the concealer and foundation powder and she had amazing coverage. She had dark circles and redness like me and it cover her perfectly. HELP!!! ??"
"1588396743-7079","https://www.beautypedia.com/makeup/face/foundation-without-sunscreen-reviews/?size=96&makeup_group[0]=foundation-without-sunscreen-reviews&p=2","Moisture Supreme Foundation","https://www.beautypedia.com/products/moisture-supreme-foundation/?archive_search=%2Fmakeup%2Fface%2Ffoundation-without-sunscreen-reviews%2F%3Fsize%3D96%26makeup_group%5B0%5D%3Dfoundation-without-sunscreen-reviews%26p%3D2","","Moisture Supreme Foundation","Laura Mercier","Egads!","I received a sample of Laura Mercier's Moisture Supreme Foundation at Sephora after having my skin assessed with a hand held device. I am so glad that I did not pay the exorbitant amount that this foundation sells for, because the Beautypedia review (which I read after I returned home) was spot-on. This product, although it did feel creamy smooth, accentuated all my pores and was obvious in daylight. The ""porcelain ivory"" shade also seemed to appear faintly yellow on my fair skin."
"1588398240-7321","https://www.beautypedia.com/makeup/face/foundation-without-sunscreen-reviews/?size=96&makeup_group[0]=foundation-without-sunscreen-reviews&p=2","Amazing Face Oil Free Close-Up Coverage Foundation","https://www.beautypedia.com/products/amazing-face-oil-free-close-up-coverage-foundation/?archive_search=%2Fmakeup%2Fface%2Ffoundation-without-sunscreen-reviews%2F%3Fsize%3D96%26makeup_group%5B0%5D%3Dfoundation-without-sunscreen-reviews%26p%3D2","","Amazing Face Oil Free Close-Up Coverage Foundation","Too Faced","Go For It!","I really did my homework before purchasing this foundation! I read tons of reviews, tried lots of different products and sampled at Ulta and Sephora. I found Too Faced Amazing Face foundation in ""vanilla crème"" to be the most natural looking, good coverage foundation for my fair and slightly dry skin. Yes, the cutesy packaging is a gimmick, but just ignore it. Also, if you are military, you can purchase this online from shopmyexchange.com at a better price than beauty stores!"
"1588399385-7804","https://www.beautypedia.com/makeup/face/foundation-without-sunscreen-reviews/?size=96&makeup_group[0]=foundation-without-sunscreen-reviews&p=2","Undetectable Stick Foundation","https://www.beautypedia.com/products/undetectable-stick-foundation/?archive_search=%2Fmakeup%2Fface%2Ffoundation-without-sunscreen-reviews%2F%3Fsize%3D96%26makeup_group%5B0%5D%3Dfoundation-without-sunscreen-reviews%26p%3D2","","Undetectable Stick Foundation","Sonia Kashuk","Pretty good dupe for Bobbi Brown foundation stick","I bought this to take on a trip. I prefer liquid foundations, but a stick saves precious space in my liquids bag. (My travel concealer is MAC's Matchmaster concealer stick.) This is a pretty good dupe for Bobbi Brown's foundation stick. Alabaster is a decent match for Bobbi's Porcelain shade. It may work for some users of Bobbi's Alabaster shade. Coverage is light, with a satin finish similar to the Bobbi Brown stick. Not thrilled about the fragrance, but I didn't notice it. Worth checking out if you're a fan of the Bobbi Brown foundation stick."
"1588399219-7728","https://www.beautypedia.com/makeup/face/foundation-without-sunscreen-reviews/?size=96&makeup_group[0]=foundation-without-sunscreen-reviews&p=2","Amazonian Clay Full Coverage Airbrush Foundation","https://www.beautypedia.com/products/amazonian-clay-full-coverage-airbrush-foundation/?archive_search=%2Fmakeup%2Fface%2Ffoundation-without-sunscreen-reviews%2F%3Fsize%3D96%26makeup_group%5B0%5D%3Dfoundation-without-sunscreen-reviews%26p%3D2","","Amazonian Clay Full Coverage Airbrush Foundation","Tarte Cosmetics","Good coverage despite expert review","Not sure about the expert review saying to achieve good coverage you have to use to much it looks heavy.  I have a lot of redness and uneven color to cover and found this covered really well without looking heavy or cakey.  My favorite thing about it is it even looked good under those horrible fluorescent lights most offices and public building have."
"1588398133-7268","https://www.beautypedia.com/makeup/face/foundation-without-sunscreen-reviews/?size=96&makeup_group[0]=foundation-without-sunscreen-reviews&p=2","Stay Matte Oil-Free Makeup","https://www.beautypedia.com/products/stay-matte-oil-free-makeup/?archive_search=%2Fmakeup%2Fface%2Ffoundation-without-sunscreen-reviews%2F%3Fsize%3D96%26makeup_group%5B0%5D%3Dfoundation-without-sunscreen-reviews%26p%3D2","","Stay Matte Oil-Free Makeup","Clinique","Not happy with this, would not buy again","Bought this after reading many reviews online, but would not buy again.
Does not spread evenly, left my face very shiny, and brought out fine lines.
Only plus to this is it did not cause breakouts."
"1588399333-7781","https://www.beautypedia.com/makeup/face/foundation-without-sunscreen-reviews/?size=96&makeup_group[0]=foundation-without-sunscreen-reviews&p=2","Studio HD Mattifying Cream Foundation","https://www.beautypedia.com/products/studio-hd-mattifying-cream-foundation/?archive_search=%2Fmakeup%2Fface%2Ffoundation-without-sunscreen-reviews%2F%3Fsize%3D96%26makeup_group%5B0%5D%3Dfoundation-without-sunscreen-reviews%26p%3D2","","Studio HD Mattifying Cream Foundation","e.l.f. Cosmetics","Very good cream foundation for the money","I prefer a cream foundation because I have lupus and like the ability to build up coverage over affected areas, which can range from red to bright purple, with no problem. At $6.00, this can't be beat. I was able to completely cover problem areas. The shade range is limited at this time, and if you have scaly patches, it just looks funky, so exfoliate and moisturize first! It does not turn to a true matte finish, which I like, since on aging skin that can look harsh."
"1588398786-7519","https://www.beautypedia.com/makeup/face/foundation-without-sunscreen-reviews/?size=96&makeup_group[0]=foundation-without-sunscreen-reviews&p=2","Immaculate Liquid Powder Foundation","https://www.beautypedia.com/products/immaculate-liquid-powder-foundation/?archive_search=%2Fmakeup%2Fface%2Ffoundation-without-sunscreen-reviews%2F%3Fsize%3D96%26makeup_group%5B0%5D%3Dfoundation-without-sunscreen-reviews%26p%3D2","","Immaculate Liquid Powder Foundation","Hourglass Cosmetics","Meh","I bought this based on the positive PC review. Unfortunately it's a no for me. Literally anything at the drug store does a better job. It's really chalky in coverage. Hard pass on the one."
"1588397009-7216","https://www.beautypedia.com/makeup/face/foundation-without-sunscreen-reviews/?size=96&makeup_group[0]=foundation-without-sunscreen-reviews&p=2","The Make Up Dual Balancing Foundation","https://www.beautypedia.com/products/the-make-up-dual-balancing-foundation/?archive_search=%2Fmakeup%2Fface%2Ffoundation-without-sunscreen-reviews%2F%3Fsize%3D96%26makeup_group%5B0%5D%3Dfoundation-without-sunscreen-reviews%26p%3D2","","The Make Up Dual Balancing Foundation","Shiseido","Didn't last long","I was really looking forward to trying this foundation after reading the review. It went on beautifully and looked great, for about 20 minutes then it started to slide off my nose and chin and settle into the lines around my eyes. It would probably be great for those with dry skin."
"1588398457-7400","https://www.beautypedia.com/makeup/face/foundation-without-sunscreen-reviews/?size=96&makeup_group[0]=foundation-without-sunscreen-reviews&p=2","Mineral Sheers Powder Foundation","https://www.beautypedia.com/products/mineral-sheers-powder-foundation/?archive_search=%2Fmakeup%2Fface%2Ffoundation-without-sunscreen-reviews%2F%3Fsize%3D96%26makeup_group%5B0%5D%3Dfoundation-without-sunscreen-reviews%26p%3D2","","Mineral Sheers Powder Foundation","Neutrogena","nah","once on it looks too pale - not enough pigment"
"1588399315-7775","https://www.beautypedia.com/makeup/face/foundation-without-sunscreen-reviews/?size=96&makeup_group[0]=foundation-without-sunscreen-reviews&p=2","Fit Me! Shine-Free Foundation","https://www.beautypedia.com/products/fit-me-shine-free-foundation/?archive_search=%2Fmakeup%2Fface%2Ffoundation-without-sunscreen-reviews%2F%3Fsize%3D96%26makeup_group%5B0%5D%3Dfoundation-without-sunscreen-reviews%26p%3D2","","Fit Me! Shine-Free Foundation","Maybelline New York","Great Product!","I've never had any problems with this foundation stick. It leaves the skin matte, It's easy to apply, you can use it as a concealer...there's just so many things I can say about this product - but overall, it's just a great foundation for a great price!"
"1588399073-7691","https://www.beautypedia.com/makeup/face/foundation-without-sunscreen-reviews/?size=96&makeup_group[0]=foundation-without-sunscreen-reviews&p=2","Long-Wear Even Finish Compact Foundation","https://www.beautypedia.com/products/long-wear-even-finish-compact-foundation/?archive_search=%2Fmakeup%2Fface%2Ffoundation-without-sunscreen-reviews%2F%3Fsize%3D96%26makeup_group%5B0%5D%3Dfoundation-without-sunscreen-reviews%26p%3D2","","Long-Wear Even Finish Compact Foundation","Bobbi Brown","Long Wear??","I, too, found this foundation emphasized fine lines, pooled on top of my skin after several hours, and highlighted dry, flakey skin that I didn't even know I had (never had problems like this with any other foundation). I had high hopes for this product based on Paula's review but found it a huge let down as this product definitely does not deserve a ""best"" grade. Try something else, this product disappoints!"
"1588398371-7345","https://www.beautypedia.com/makeup/face/foundation-without-sunscreen-reviews/?size=96&makeup_group[0]=foundation-without-sunscreen-reviews&p=2","Double Wear Stay-in-Place Makeup","https://www.beautypedia.com/products/double-wear-stay-in-place-makeup/?archive_search=%2Fmakeup%2Fface%2Ffoundation-without-sunscreen-reviews%2F%3Fsize%3D96%26makeup_group%5B0%5D%3Dfoundation-without-sunscreen-reviews%26p%3D2","","Double Wear Stay-in-Place Makeup","Estee Lauder","My favourite!","It is my favourite foundation ever! I was trying to find a good foundation for my combination skin (very oily T zone and very dry around the mouth and cheeks) but failed many times. This was the only foundation that didn't make me look/feel greasy at all and lasts the whole day. Also has a great range of colours!"
"1588398069-7241","https://www.beautypedia.com/makeup/face/foundation-without-sunscreen-reviews/?size=96&makeup_group[0]=foundation-without-sunscreen-reviews&p=2","Perfecting Luminous Foundation","https://www.beautypedia.com/products/perfecting-luminous-foundation/?archive_search=%2Fmakeup%2Fface%2Ffoundation-without-sunscreen-reviews%2F%3Fsize%3D96%26makeup_group%5B0%5D%3Dfoundation-without-sunscreen-reviews%26p%3D2","","Perfecting Luminous Foundation","Sonia Kashuk","overpowering scent","I have sun damaged,  post menopausal skin which means wrinkles and dryness.   i sampled this foundation with reservations as Paula cautioned that it is fragranced.   That proved to be an understatement.   It is strongly scented and  does not dissipate.  However, it does go on smoothly, and otherwise worked well for my face. It was sufficiently emollient and didn't settle into the the ""crevices"" around my eyes and mouth.  I gave it a 3 for good value as it was $10.99."
