web-scraper-order,web-scraper-start-url,category-link,category-link-href,sub-category,sub-category-href,product-links,product-links-href,brand,concealer-category,concealer-category-href,name,next-page,next-page-href,reviews-text,top-positive-review,stars,review-keyword,top-negative-review
"1588348108-5129","https://www.ulta.com/?cmpid=PS_Brand!google!Brand&CAWELAID=1831598544&CATRK=SPFID-1&CAAGID=540267060&CATCI=kwd-12627301&CAPCID=378070056430&CADevice=c&gclid=EAIaIQobChMIzc2WxeSR6QIVBO21Ch3oTAwiEAAYASAAEgLqovD_BwE","Makeup","https://www.ulta.com/makeup?N=26y1","Face","https://www.ulta.com/makeup-face?N=26y3","Concealer","https://www.ulta.com/concealer?productId=xlsImpprod18311001","Burt's Bees","Concealer (151)","https://www.ulta.com/makeup-face-concealer?N=26y6","Concealer","Next
Page","https://www.ulta.com/makeup-face-concealer?N=26y6&No=96&Nrpp=96","I'm a big fan of Burt's Bees makeup because it's non-toxic beauty at a drugstore price, but this is not my favorite product. The coverage is quite good but the consistency is pretty dry. Good for the face but not for under the eyes. I may try adding a drop or two of facial oil to the comtainer just to see if it makes it a bit more emollient.","","3","Good coverage but a bit dry",""
"1588347901-4953","https://www.ulta.com/?cmpid=PS_Brand!google!Brand&CAWELAID=1831598544&CATRK=SPFID-1&CAAGID=540267060&CATCI=kwd-12627301&CAPCID=378070056430&CADevice=c&gclid=EAIaIQobChMIzc2WxeSR6QIVBO21Ch3oTAwiEAAYASAAEgLqovD_BwE","Makeup","https://www.ulta.com/makeup?N=26y1","Face","https://www.ulta.com/makeup-face?N=26y3","Full Spectrum All Day Idol Brightening Concealer","https://www.ulta.com/full-spectrum-all-day-idol-brightening-concealer?productId=pimprod2002624","CoverGirl","Concealer (151)","https://www.ulta.com/makeup-face-concealer?N=26y6","Full Spectrum All Day Idol Brightening Concealer","Next
Page","https://www.ulta.com/makeup-face-concealer?N=26y6&No=96&Nrpp=96","Regular coverage nothing out of the ordinary.... what really cant get over its that the case out of the box doesn't says the shade... does everyone keeps the box????","","3","Seriously case doesn't tell the color",""
"1588348386-5467","https://www.ulta.com/?cmpid=PS_Brand!google!Brand&CAWELAID=1831598544&CATRK=SPFID-1&CAAGID=540267060&CATCI=kwd-12627301&CAPCID=378070056430&CADevice=c&gclid=EAIaIQobChMIzc2WxeSR6QIVBO21Ch3oTAwiEAAYASAAEgLqovD_BwE","Makeup","https://www.ulta.com/makeup?N=26y1","Face","https://www.ulta.com/makeup-face?N=26y3","Fast Base Concealer","https://www.ulta.com/fast-base-concealer?productId=pimprod2000263","Makeup Revolution","Concealer (151)","https://www.ulta.com/makeup-face-concealer?N=26y6","Fast Base Concealer","","","I love this concealer! I have very creasy undereyes, so literally every concealer creases on me at least a little bit. But this is the best by far, with barely any creasing!! I do set it, as I do with all my concealers. It also lasts really well throughout the day! It is a thinner formula, so it's not full coverage, but it's perfect for everyday. I let it sit a minute before blending it out to get a little more coverage.","","5","Doesn't Crease!!",""
"1588347850-4913","https://www.ulta.com/?cmpid=PS_Brand!google!Brand&CAWELAID=1831598544&CATRK=SPFID-1&CAAGID=540267060&CATCI=kwd-12627301&CAPCID=378070056430&CADevice=c&gclid=EAIaIQobChMIzc2WxeSR6QIVBO21Ch3oTAwiEAAYASAAEgLqovD_BwE","Makeup","https://www.ulta.com/makeup?N=26y1","Face","https://www.ulta.com/makeup-face?N=26y3","CANCELLED Light Diffusing V-Concealer","https://www.ulta.com/cancelled-light-diffusing-v-concealer?productId=pimprod2007405","SMITH & CULT","Concealer (151)","https://www.ulta.com/makeup-face-concealer?N=26y6","CANCELLED Light Diffusing V-Concealer","Next
Page","https://www.ulta.com/makeup-face-concealer?N=26y6&No=96&Nrpp=96","","I purchased this concealer because I was getting tired of my fuller coverage concealers constantly creasing and slipping around on me. This concealer is just what I needed; it is a nice, light texture with lighter coverage, but the light diffusing properties do a good job of brightening and conceali...","","",""
"1588348726-5882","https://www.ulta.com/?cmpid=PS_Brand!google!Brand&CAWELAID=1831598544&CATRK=SPFID-1&CAAGID=540267060&CATCI=kwd-12627301&CAPCID=378070056430&CADevice=c&gclid=EAIaIQobChMIzc2WxeSR6QIVBO21Ch3oTAwiEAAYASAAEgLqovD_BwE","Makeup","https://www.ulta.com/makeup?N=26y1","Face","https://www.ulta.com/makeup-face?N=26y3","Cover Care Full Coverage Concealer","https://www.ulta.com/cover-care-full-coverage-concealer?productId=pimprod2015275","Dermablend","Concealer (151)","https://www.ulta.com/makeup-face-concealer?N=26y6","Cover Care Full Coverage Concealer","","","Not greasy, perfect natural looking coverage, I love it!!!","","5","Amazing!",""
"1588348231-5275","https://www.ulta.com/?cmpid=PS_Brand!google!Brand&CAWELAID=1831598544&CATRK=SPFID-1&CAAGID=540267060&CATCI=kwd-12627301&CAPCID=378070056430&CADevice=c&gclid=EAIaIQobChMIzc2WxeSR6QIVBO21Ch3oTAwiEAAYASAAEgLqovD_BwE","Makeup","https://www.ulta.com/makeup?N=26y1","Face","https://www.ulta.com/makeup-face?N=26y3","PhotoReady Candid Antioxidant Concealer","https://www.ulta.com/photoready-candid-antioxidant-concealer?productId=pimprod2000278","Revlon","Concealer (151)","https://www.ulta.com/makeup-face-concealer?N=26y6","PhotoReady Candid Antioxidant Concealer","Next
Page","https://www.ulta.com/makeup-face-concealer?N=26y6&No=96&Nrpp=96","I loved this concealer. It had good coverage and made my under eye area look smooth. Loveee the packaging as well. What I don't like is their shade selection... I had to buy fair and banana to make a light yellow shade.","","4","Like it but need more shades",""
"1588349496-6636","https://www.ulta.com/?cmpid=PS_Brand!google!Brand&CAWELAID=1831598544&CATRK=SPFID-1&CAAGID=540267060&CATCI=kwd-12627301&CAPCID=378070056430&CADevice=c&gclid=EAIaIQobChMIzc2WxeSR6QIVBO21Ch3oTAwiEAAYASAAEgLqovD_BwE","Makeup","https://www.ulta.com/makeup?N=26y1","Face","https://www.ulta.com/makeup-face?N=26y3","Travel Size Shape Tape Concealer","https://www.ulta.com/travel-size-shape-tape-concealer?productId=pimprod2009198","Tarte","Concealer (151)","https://www.ulta.com/makeup-face-concealer?N=26y6","Travel Size Shape Tape Concealer","","","","","","","Mixed feelings"
"1588349306-6372","https://www.ulta.com/?cmpid=PS_Brand!google!Brand&CAWELAID=1831598544&CATRK=SPFID-1&CAAGID=540267060&CATCI=kwd-12627301&CAPCID=378070056430&CADevice=c&gclid=EAIaIQobChMIzc2WxeSR6QIVBO21Ch3oTAwiEAAYASAAEgLqovD_BwE","Makeup","https://www.ulta.com/makeup?N=26y1","Face","https://www.ulta.com/makeup-face?N=26y3","16HR Camo Concealer","https://www.ulta.com/16hr-camo-concealer?productId=pimprod2002811","e.l.f. Cosmetics","Concealer (151)","https://www.ulta.com/makeup-face-concealer?N=26y6","16HR Camo Concealer","","","Worst product away it goes in the trash I was super excited to try it out but I hated it","","1","Never",""
"1588348609-5762","https://www.ulta.com/?cmpid=PS_Brand!google!Brand&CAWELAID=1831598544&CATRK=SPFID-1&CAAGID=540267060&CATCI=kwd-12627301&CAPCID=378070056430&CADevice=c&gclid=EAIaIQobChMIzc2WxeSR6QIVBO21Ch3oTAwiEAAYASAAEgLqovD_BwE","Makeup","https://www.ulta.com/makeup?N=26y1","Face","https://www.ulta.com/makeup-face?N=26y3","Flawless Fusion Ultra-Longwear Concealer","https://www.ulta.com/flawless-fusion-ultra-longwear-concealer?productId=pimprod2012431","Laura Mercier","Concealer (151)","https://www.ulta.com/makeup-face-concealer?N=26y6","Flawless Fusion Ultra-Longwear Concealer","","","","I'm so glad Ulta carries this now!!","","",""
"1588349275-6333","https://www.ulta.com/?cmpid=PS_Brand!google!Brand&CAWELAID=1831598544&CATRK=SPFID-1&CAAGID=540267060&CATCI=kwd-12627301&CAPCID=378070056430&CADevice=c&gclid=EAIaIQobChMIzc2WxeSR6QIVBO21Ch3oTAwiEAAYASAAEgLqovD_BwE","Makeup","https://www.ulta.com/makeup?N=26y1","Face","https://www.ulta.com/makeup-face?N=26y3","Hi Definition Photo Concealer Wand","https://www.ulta.com/hi-definition-photo-concealer-wand?productId=xlsImpprod3460285","NYX Professional Makeup","Concealer (151)","https://www.ulta.com/makeup-face-concealer?N=26y6","Hi Definition Photo Concealer Wand","","","This is a very light concealer. If you want to cover everything and just not correct color this isn't for you.","","4","Lightweight",""
"1588349561-6719","https://www.ulta.com/?cmpid=PS_Brand!google!Brand&CAWELAID=1831598544&CATRK=SPFID-1&CAAGID=540267060&CATCI=kwd-12627301&CAPCID=378070056430&CADevice=c&gclid=EAIaIQobChMIzc2WxeSR6QIVBO21Ch3oTAwiEAAYASAAEgLqovD_BwE","Makeup","https://www.ulta.com/makeup?N=26y1","Face","https://www.ulta.com/makeup-face?N=26y3","Radiant Creamy Concealer","https://www.ulta.com/radiant-creamy-concealer?productId=xlsImpprod15251325","NARS","Concealer (151)","https://www.ulta.com/makeup-face-concealer?N=26y6","Radiant Creamy Concealer","","","","I mainly wear my concealer under my eyes and as a spot treatment for blemishes. I've wore Covergirl concealer for ages and wanted to try something different. I picked 2 popular brands to try out because both were so highly rated on Ulta and other websites. I tested both the Urban Decay Naked conceal...","","",""
"1588349465-6583","https://www.ulta.com/?cmpid=PS_Brand!google!Brand&CAWELAID=1831598544&CATRK=SPFID-1&CAAGID=540267060&CATCI=kwd-12627301&CAPCID=378070056430&CADevice=c&gclid=EAIaIQobChMIzc2WxeSR6QIVBO21Ch3oTAwiEAAYASAAEgLqovD_BwE","Makeup","https://www.ulta.com/makeup?N=26y1","Face","https://www.ulta.com/makeup-face?N=26y3","Pro Longwear Concealer","https://www.ulta.com/pro-longwear-concealer?productId=xlsImpprod15921222","MAC","Concealer (151)","https://www.ulta.com/makeup-face-concealer?N=26y6","Pro Longwear Concealer","","","This concealer is the best concealer so far!","","5","Best product ever!",""
"1588349496-6632","https://www.ulta.com/?cmpid=PS_Brand!google!Brand&CAWELAID=1831598544&CATRK=SPFID-1&CAAGID=540267060&CATCI=kwd-12627301&CAPCID=378070056430&CADevice=c&gclid=EAIaIQobChMIzc2WxeSR6QIVBO21Ch3oTAwiEAAYASAAEgLqovD_BwE","Makeup","https://www.ulta.com/makeup?N=26y1","Face","https://www.ulta.com/makeup-face?N=26y3","Travel Size Shape Tape Concealer","https://www.ulta.com/travel-size-shape-tape-concealer?productId=pimprod2009198","Tarte","Concealer (151)","https://www.ulta.com/makeup-face-concealer?N=26y6","Travel Size Shape Tape Concealer","","","Goes on so smoothly and doesn't settle into creases or wrinkles, wish I had tried this sooner!","","5","Smooth and doesn't crease",""
"1588348652-5797","https://www.ulta.com/?cmpid=PS_Brand!google!Brand&CAWELAID=1831598544&CATRK=SPFID-1&CAAGID=540267060&CATCI=kwd-12627301&CAPCID=378070056430&CADevice=c&gclid=EAIaIQobChMIzc2WxeSR6QIVBO21Ch3oTAwiEAAYASAAEgLqovD_BwE","Makeup","https://www.ulta.com/makeup?N=26y1","Face","https://www.ulta.com/makeup-face?N=26y3","FaceStudio Master Conceal","https://www.ulta.com/facestudio-master-conceal?productId=xlsImpprod11851131","Maybelline","Concealer (151)","https://www.ulta.com/makeup-face-concealer?N=26y6","FaceStudio Master Conceal","","","","","","","Caused cystic acne on my face. Applied it to only pimples on one side to test theory and the pimples not only increased but left nasty cysts and irritation. Comparison of side it was used on versus the clear side it was not used on."
"1588349401-6509","https://www.ulta.com/?cmpid=PS_Brand!google!Brand&CAWELAID=1831598544&CATRK=SPFID-1&CAAGID=540267060&CATCI=kwd-12627301&CAPCID=378070056430&CADevice=c&gclid=EAIaIQobChMIzc2WxeSR6QIVBO21Ch3oTAwiEAAYASAAEgLqovD_BwE","Makeup","https://www.ulta.com/makeup?N=26y1","Face","https://www.ulta.com/makeup-face?N=26y3","Full Coverage Liquid Concealer","https://www.ulta.com/full-coverage-liquid-concealer?productId=xlsImpprod13621057","ULTA","Concealer (151)","https://www.ulta.com/makeup-face-concealer?N=26y6","Full Coverage Liquid Concealer","","","","I LOVE this concealer b/c it's more of a liquid than a cream, so it doesn't crease up in my fine lines under my eyes. Blends to perfection and I even prefer this over ""Bye Bye Under Eye"" from It cosmetics (even though that's a bomb concealer as well)","","",""
"1588348439-5533","https://www.ulta.com/?cmpid=PS_Brand!google!Brand&CAWELAID=1831598544&CATRK=SPFID-1&CAAGID=540267060&CATCI=kwd-12627301&CAPCID=378070056430&CADevice=c&gclid=EAIaIQobChMIzc2WxeSR6QIVBO21Ch3oTAwiEAAYASAAEgLqovD_BwE","Makeup","https://www.ulta.com/makeup?N=26y1","Face","https://www.ulta.com/makeup-face?N=26y3","Correct and Perfect All-In-One Color Correcting Palette","https://www.ulta.com/correct-perfect-all-in-one-color-correcting-palette?productId=xlsImpprod14021283","Stila","Concealer (151)","https://www.ulta.com/makeup-face-concealer?N=26y6","Correct and Perfect All-In-One Color Correcting Palette","","","I have melasma and after seeing reviews on YouTube I really thought I could finally cover it up. I was VERY disappointed that it did NOTHING for me. I followed the steps to the T and even mixed a few colors and nothing worked. I'm very disappointed that I spent so much money again on a product that did NOTHING for my melasma. This product doesn't even deserve a star at all!!!","","1","WAIST OF $$",""
"1588348925-6160","https://www.ulta.com/?cmpid=PS_Brand!google!Brand&CAWELAID=1831598544&CATRK=SPFID-1&CAAGID=540267060&CATCI=kwd-12627301&CAPCID=378070056430&CADevice=c&gclid=EAIaIQobChMIzc2WxeSR6QIVBO21Ch3oTAwiEAAYASAAEgLqovD_BwE","Makeup","https://www.ulta.com/makeup?N=26y1","Face","https://www.ulta.com/makeup-face?N=26y3","Bye Bye Breakout Full-Coverage Concealer","https://www.ulta.com/bye-bye-breakout-full-coverage-concealer?productId=xlsImpprod16411277","It Cosmetics","Concealer (151)","https://www.ulta.com/makeup-face-concealer?N=26y6","Bye Bye Breakout Full-Coverage Concealer","","","","","","","Light blemish coverage"
"1588348567-5696","https://www.ulta.com/?cmpid=PS_Brand!google!Brand&CAWELAID=1831598544&CATRK=SPFID-1&CAAGID=540267060&CATCI=kwd-12627301&CAPCID=378070056430&CADevice=c&gclid=EAIaIQobChMIzc2WxeSR6QIVBO21Ch3oTAwiEAAYASAAEgLqovD_BwE","Makeup","https://www.ulta.com/makeup?N=26y1","Face","https://www.ulta.com/makeup-face?N=26y3","Amazing Concealer","https://www.ulta.com/amazing-concealer?productId=VP12250","Amazing Cosmetics","Concealer (151)","https://www.ulta.com/makeup-face-concealer?N=26y6","Amazing Concealer","","","Beware they have changed the formula. I've used this concealer for at least 10 years but can't use the new formula. It was full coverage, thick and creamy without caking and wore all day. This new formula is very thin and oily and does not have the magical coverage of the original formula. If you buy from prior reviews, beware of the fomula change. It is an entirely different product now and old reviews are as worthless as the new formula.","","1","They changed the formula",""
"1588348800-5992","https://www.ulta.com/?cmpid=PS_Brand!google!Brand&CAWELAID=1831598544&CATRK=SPFID-1&CAAGID=540267060&CATCI=kwd-12627301&CAPCID=378070056430&CADevice=c&gclid=EAIaIQobChMIzc2WxeSR6QIVBO21Ch3oTAwiEAAYASAAEgLqovD_BwE","Makeup","https://www.ulta.com/makeup?N=26y1","Face","https://www.ulta.com/makeup-face?N=26y3","Amazonian Clay 12-Hour Waterproof Concealer","https://www.ulta.com/amazonian-clay-12-hour-waterproof-concealer?productId=xlsImpprod3820375","Tarte","Concealer (151)","https://www.ulta.com/makeup-face-concealer?N=26y6","Amazonian Clay 12-Hour Waterproof Concealer","","","","","","","Not so much!"
"1588349370-6467","https://www.ulta.com/?cmpid=PS_Brand!google!Brand&CAWELAID=1831598544&CATRK=SPFID-1&CAAGID=540267060&CATCI=kwd-12627301&CAPCID=378070056430&CADevice=c&gclid=EAIaIQobChMIzc2WxeSR6QIVBO21Ch3oTAwiEAAYASAAEgLqovD_BwE","Makeup","https://www.ulta.com/makeup?N=26y1","Face","https://www.ulta.com/makeup-face?N=26y3","Fit Me Concealer","https://www.ulta.com/fit-me-concealer?productId=xlsImpprod2980149","Maybelline","Concealer (151)","https://www.ulta.com/makeup-face-concealer?N=26y6","Fit Me Concealer","","","","Concealed by itself: good
Concealer with foundation or bb cream (esp. If you have dry skin): THE MOST WONDERFUL THING ON EARTH! 
I understand some people like to only use concealed and powder because your skin is great and only have a few blemishes, but you will literally get what you're paying for....","","",""
"1588348704-5856","https://www.ulta.com/?cmpid=PS_Brand!google!Brand&CAWELAID=1831598544&CATRK=SPFID-1&CAAGID=540267060&CATCI=kwd-12627301&CAPCID=378070056430&CADevice=c&gclid=EAIaIQobChMIzc2WxeSR6QIVBO21Ch3oTAwiEAAYASAAEgLqovD_BwE","Makeup","https://www.ulta.com/makeup?N=26y1","Face","https://www.ulta.com/makeup-face?N=26y3","Double Wear Instant Fix Concealer 24H Concealer + Hydra Prep","https://www.ulta.com/double-wear-instant-fix-concealer-24h-concealer-hydra-prep?productId=pimprod2003122","Estée Lauder","Concealer (151)","https://www.ulta.com/makeup-face-concealer?N=26y6","Double Wear Instant Fix Concealer 24H Concealer + Hydra Prep","","","I use this concealer on days when I dont want to wear makeup but I also want to cover up my dark circles and I love it, it doesn't seep into my lines under my eyes and that is with or without using the primer on the other end","","5","shade 6n",""
"1588348524-5641","https://www.ulta.com/?cmpid=PS_Brand!google!Brand&CAWELAID=1831598544&CATRK=SPFID-1&CAAGID=540267060&CATCI=kwd-12627301&CAPCID=378070056430&CADevice=c&gclid=EAIaIQobChMIzc2WxeSR6QIVBO21Ch3oTAwiEAAYASAAEgLqovD_BwE","Makeup","https://www.ulta.com/makeup?N=26y1","Face","https://www.ulta.com/makeup-face?N=26y3","Conceal & Define Infinite XL Concealer","https://www.ulta.com/conceal-define-infinite-xl-concealer?productId=pimprod2013900","Makeup Revolution","Concealer (151)","https://www.ulta.com/makeup-face-concealer?N=26y6","Conceal & Define Infinite XL Concealer","","","Would not recommend as an under eye concealer!! This product made me feel like I had a dried up clay mask under my eyes! This could possibly be a great spot concealer for your face since it is very full coverage.","","1","EXTREMELY DRY 🥵",""
